id,contract_type,created,title,appellationlibelle
159PYNT,MIS,2023-08-09T16:41:14.000Z,Technicien maintenance informatique (F/H),Technicien / Technicienne de maintenance en informatique
159PYDW,MIS,2023-08-09T16:32:57.000Z,Technicien maintenance informatique (F/H),Technicien / Technicienne de maintenance en informatique
159PXRZ,CDD,2023-08-09T16:23:17.000Z,Agent administratif au service informatique (F/H),Agent / Agente de maintenance en informatique
159PXHT,CDD,2023-08-09T16:14:48.000Z,Technicien(ne) produit (H/F),Technicien / Technicienne produits «Blanc»
159PWDL,CDI,2023-08-09T15:49:16.000Z,Technicien de maintenance informatique (H/F),Technicien / Technicienne de maintenance en informatique
159PVYB,CDI,2023-08-09T15:44:37.000Z,Livreur installateur électroménager   (H/F),Dépanneur / Dépanneuse d'appareils électroménagers
159PVGP,CDI,2023-08-09T15:30:27.000Z,Agent de maintenance polyvalent (H/F),Agent / Agente de maintenance en bureautique
159PTYJ,CDI,2023-08-09T15:22:54.000Z,Technicien systèmes & réseaux (H/F),Technicien(ne) de maintenance de systèmes informatiques
159PTLB,CDI,2023-08-09T15:11:27.000Z,Livreur installateur en matériel électroménager (H/F),Technicien / Technicienne en électroménager
159PSXT,CDD,2023-08-09T15:01:46.000Z,"Vendeur réparateur en smartphone, téléphonie en Alternance (H/F)","Réparateur(trice) en smartphone, téléphonie mobile, tablette"
159PRVQ,MIS,2023-08-09T14:35:40.000Z,Technicien support utilisateurs H/F (H/F),Support aux utilisateurs en informatique
159PRVK,CDI,2023-08-09T14:35:34.000Z,Technicien / Technicienne support de proximité en informatique,Technicien(ne) support de proximité en informatique
159PQNK,CDI,2023-08-09T14:03:25.000Z,Installateur dépanneur / Installatrice dépanneuse en informatique,Installateur(trice) dépanneur(se) en informatique
159PQDC,CDI,2023-08-09T13:51:20.000Z,Technicien dépanneur SAV (F/H),Dépanneur / Dépanneuse en électroménager
159PNLT,MIS,2023-08-09T12:28:53.000Z,Technicien Support Utilisateurs (H/F),Support aux utilisateurs en informatique
159PNFD,CDI,2023-08-09T12:21:34.000Z,Technicien / Technicienne en électroménager   (H/F),Technicien / Technicienne en électroménager
159PNDW,CDI,2023-08-09T12:21:24.000Z,Formation Technicien(ne) réparation électroménager CDI   (H/F),Technicien / Technicienne en électroménager
159PMYG,CDI,2023-08-09T12:15:35.000Z,Formation Technicien(ne) réparation électroménager CDI   (H/F),Technicien / Technicienne en électroménager
159PMVM,CDI,2023-08-09T12:12:25.000Z,Formation Technicien(ne) réparation électroménager CDI   (H/F),Technicien / Technicienne en électroménager
159PLZX,MIS,2023-08-09T11:56:09.000Z,Technicien support utilisateurs H/F,Support aux utilisateurs en informatique
159PLYY,CDI,2023-08-09T11:55:45.000Z,Technicien Support (h/f),Technicien(ne) support de proximité en informatique
159PLYX,CDI,2023-08-09T11:55:40.000Z,Chef d'atelier SAV (h/f) en CDI,Responsable Service Après-Vente -SAV- en électroménager
159PKJK,CDI,2023-08-09T11:35:10.000Z,Technicien(ne) SAV (H/F),Responsable Service Après-Vente -SAV- en électroménager
159PKGG,CDI,2023-08-09T11:33:59.000Z,TECHNICIEN PROXIMITE N2/ N3  (H/F),Technicien(ne) support de proximité en informatique
159PHYF,CDI,2023-08-09T11:16:26.000Z,TECHNICIEN HELPDESK JUNIOR - PARIS 19E (H/F),Technicien / Technicienne de hot line en informatique
159PHWQ,CDI,2023-08-09T11:14:50.000Z,TECHNICIEN DE PROXIMITE - PARIS 75019 (H/F),Technicien(ne) support de proximité en informatique
159PHVY,CDI,2023-08-09T11:14:14.000Z,Technicien Dépanneur SAV H/F (H/F),Dépanneur / Dépanneuse «Blanc»
159PHBL,CDI,2023-08-09T11:00:31.000Z,Technicien support N2-N3 (H/F),Technicien / Technicienne support en bureautique
159PGMF,CDI,2023-08-09T10:51:11.000Z,Technicien / Technicienne de maintenance en matériels informatiques,Technicien(ne) de maintenance en matériels informatiques
159PGFS,CDI,2023-08-09T10:46:18.000Z,Réparateur / Réparatrice en téléphonie mobile,"Réparateur(trice) en smartphone, téléphonie mobile, tablette"
159PFPR,CDI,2023-08-09T10:35:24.000Z,Technicien SAV Cuisines Professionnels (H/F),Technicien(ne) dépanneur(se) gros électroménagers
159PFBX,MIS,2023-08-09T10:26:06.000Z,Technicien support utilisateurs H/F (H/F),Support aux utilisateurs en informatique
159PDRT,CDI,2023-08-09T10:19:03.000Z,Technicien / Technicienne de help desk en informatique,Technicien / Technicienne de help desk en informatique
159PDQP,CDD,2023-08-09T10:17:55.000Z,Technicien / Technicienne en électroménager,Technicien / Technicienne en électroménager
159PDBT,CDI,2023-08-09T10:06:50.000Z,Technicien / Technicienne en électroménager,Technicien / Technicienne en électroménager
159PCWS,MIS,2023-08-09T10:03:05.000Z,Technicien support utilisateur H/F (H/F),Support aux utilisateurs en informatique
159PCHF,CDI,2023-08-09T09:51:17.000Z,Technicien de maintenance informatique (H/F),Technicien / Technicienne de maintenance en informatique
159PBNS,CDI,2023-08-09T09:37:14.000Z,TECHNICIEN MAINTENANCE INFORMATIQUE (H/F),Technicien / Technicienne de maintenance en informatique
159PBBV,CDI,2023-08-09T09:26:50.000Z,Technicien / Technicienne de help desk en informatique,Technicien / Technicienne de help desk en informatique
159NZLH,CDD,2023-08-09T09:13:05.000Z,COORDINATEUR REPAIR CAFE  (H/F),Dépanneur / Dépanneuse d'appareils électroménagers
159NYWG,CDD,2023-08-09T08:56:53.000Z,Réparateur / Réparatrice en produits de télécommunication et multimédia,Réparateur(trice) produits télécommunication et multimédia
159NYTS,CDI,2023-08-09T08:55:06.000Z,INFORMATICIEN (H/F),Support technique hot line en informatique
159NXRY,CDI,2023-08-09T07:28:04.000Z,Technicien Pièces de Rechanges (H/F),Technicien/Technicienne Service Après-Vente en informatique
159NWNT,CDI,2023-08-09T02:59:37.000Z,Technicien informatique (H/F),Technicien(ne) de maintenance de systèmes informatiques
159NVNN,CDI,2023-08-08T18:32:40.000Z,AGENT DE MAINTENANCE IT & BILLETIQUE - RC Bièvre - F/H (H/F),Agent / Agente de maintenance en informatique
159NTNQ,CDI,2023-08-08T17:35:29.000Z,RESPONSABLE SAV PRODUITS ELECTRONIQUES (H/F),Responsable Service Après-Vente -SAV- en électroménager
159NTMM,CDI,2023-08-08T17:34:18.000Z,Technicien Systèmes et réseaux (H/F),Technicien(ne) de maintenance de réseaux informatiques
159NSYS,MIS,2023-08-08T17:20:44.000Z,Technicien support utilisateur H/F (H/F),Technicien(ne) support de proximité en informatique
159NSQS,CDI,2023-08-08T17:12:42.000Z,TECHNICIEN ITINERANT EN ELECTROMENAGER       (H/F),Technicien / Technicienne en électroménager
159NRJZ,CDI,2023-08-08T16:41:29.000Z,Technicien dépanneur SAV (F/H),Dépanneur / Dépanneuse en électroménager
159NNCY,CDI,2023-08-08T16:00:14.000Z,TECHNICIEN SAV H/F (H/F),Technicien(ne) maintenance matériels domestiques électro
159NNCN,CDI,2023-08-08T15:59:50.000Z,Technicien / Technicienne de help desk en informatique,Technicien / Technicienne de help desk en informatique
159NMRQ,CDI,2023-08-08T15:52:57.000Z,Technicien / Technicienne de maintenance de systèmes informatiques,Technicien(ne) de maintenance de systèmes informatiques
159NLMS,CDI,2023-08-08T15:37:18.000Z,TECHNICIEN SUPPORT INFORMATIQUE (H/F),Technicien(ne) support de proximité en informatique
159NJTL,MIS,2023-08-08T15:14:43.000Z,Technicien / Technicienne de maintenance en informatique,Technicien / Technicienne de maintenance en informatique
159NJHT,CDI,2023-08-08T15:06:55.000Z,Technicien support informatique (H/F),Technicien / Technicienne support en bureautique
159NJBH,CDI,2023-08-08T15:02:06.000Z,Technicien dépanneur SAV (F/H),Dépanneur / Dépanneuse en électroménager
159NHZR,CDI,2023-08-08T15:01:38.000Z,Technicien informatique (H/F),Support aux utilisateurs en informatique
159NGNZ,MIS,2023-08-08T14:34:09.000Z,Technicien Help Desk (F/H),Technicien / Technicienne de help desk en informatique
159NGGL,CDI,2023-08-08T14:29:40.000Z,Technicien Support (H/F) - Lyon (H/F),Technicien / Technicienne support en bureautique
159NFFF,CDI,2023-08-08T14:07:19.000Z,Technicien / Technicienne d'assistance à la clientèle en informatique,Technicien(ne) d'assistance à la clientèle en informatique
159NDPL,CDD,2023-08-08T13:46:31.000Z,Technicien / Technicienne support de proximité en informatique,Technicien(ne) support de proximité en informatique
159NCPW,MIS,2023-08-08T13:06:33.000Z,Réparateur Dépanneur (h/f),Dépanneur / Dépanneuse d'appareils électroménagers
159MYJF,CDI,2023-08-08T11:46:23.000Z,Technicien / Technicienne de help desk en informatique,Technicien / Technicienne de help desk en informatique
159MXVD,CDI,2023-08-08T11:36:35.000Z,Dépanneur / Dépanneuse en électroménager   (H/F),Dépanneur / Dépanneuse en électroménager
159MWZJ,CDD,2023-08-08T11:22:54.000Z,Technicien HelpDesk (H/F),Technicien / Technicienne de help desk en informatique
159MWQS,CDD,2023-08-08T11:17:02.000Z,Technicien / Technicienne de maintenance en appareils électroména (H/F),Technicien(ne) de maintenance en appareils électroménagers
159MWHJ,CDD,2023-08-08T11:09:43.000Z,Agent administratif au service informatique (H/F),Agent / Agente de maintenance en informatique
159MSVB,MIS,2023-08-08T10:30:59.000Z,Assistant support et Helpdesk (ref : DSI19) (H/F),Support aux utilisateurs en informatique
159MRRL,CDI,2023-08-08T10:12:58.000Z,Vendeur reparateur en téléphonie mobile          (H/F),"Réparateur(trice) en smartphone, téléphonie mobile, tablette"
159MNKB,CDD,2023-08-08T09:22:11.000Z,Technicien support informatique (H/F),Technicien(ne) support de proximité en informatique
159MKZW,CDI,2023-08-08T07:23:21.000Z,TECHNICIEN DE MAINTENANCE (H/F),Technicien(ne) de maintenance de systèmes informatiques
159MHJT,MIS,2023-08-07T18:21:12.000Z,Technicien Help Desk (F/H),Technicien / Technicienne de help desk en informatique
159MGZQ,CDI,2023-08-07T17:54:17.000Z,Technicien électroménager et audiovisuel (H/F),Technicien / Technicienne en électroménager
