id,contract_type,created,title,appellationlibelle
158YGVX,MIS,2023-07-27T17:32:17.000Z,Support aux utilisateurs en informatique,Support aux utilisateurs en informatique
158YGRQ,CDI,2023-07-27T17:28:20.000Z,Technicien(ne) de proximité Run (H/F),Technicien(ne) support de proximité en informatique
158YGNP,MIS,2023-07-27T17:23:47.000Z,Technicien(ne) service desk (H/F),Technicien(ne) support de proximité en informatique
158YGLT,CDI,2023-07-27T17:21:46.000Z,Technicien(ne) assistant(e) utilisateurs (H/F),Support aux utilisateurs en informatique
158YGKM,CDI,2023-07-27T17:20:22.000Z,Technicien(ne) de proximité H/F (H/F),Technicien(ne) support de proximité en informatique
158YGGB,CDI,2023-07-27T17:15:26.000Z,Technicien(ne) support de proximité (H/F),Technicien(ne) support de proximité en informatique
158YGCB,MIS,2023-07-27T17:12:22.000Z,Technicien(ne) support utilisateur N2 (H/F),Support aux utilisateurs en informatique
158YFXP,MIS,2023-07-27T17:09:38.000Z,Technicien assistant utilisateur Bilingue (H/F),Assistant / Assistante aux utilisateurs en informatique
158YFTV,CDI,2023-07-27T17:05:55.000Z,Technicien(ne) support informatique (H/F),Technicien(ne) support de proximité en informatique
158YFDY,CDI,2023-07-27T16:51:30.000Z,TECHNICIEN(NE) HELP DESK  (H/F),Technicien / Technicienne de help desk en informatique
158YCTV,CDD,2023-07-27T16:22:42.000Z,Apprenti.e Technicien.ne en électroménager    (H/F),Technicien / Technicienne en électroménager
158YBJX,CDI,2023-07-27T15:58:34.000Z,Technicien Support Informatique (H/F),Technicien(ne) support de proximité en informatique
158XZPT,CDI,2023-07-27T15:46:58.000Z,Technicien support en informatique (H/F),Technicien(ne) support de proximité en informatique
158XZGP,CDI,2023-07-27T15:42:34.000Z,Technicien/technicienne reseau bureautique (H/F),Technicien/Technicienne en micro-informatique et bureautique
158XYYC,CDI,2023-07-27T15:38:52.000Z,Technicien.ne reconditionnement gros électroménager (H/F),Technicien(ne) dépanneur(se) gros électroménagers
158XYBH,CDD,2023-07-27T15:22:44.000Z,Apprenti.e Technicien.ne en électroménager    (H/F),Technicien / Technicienne en électroménager
158XXXV,CDD,2023-07-27T15:21:13.000Z,Formateur en réparation électroménager et multimédia (H/F),Technicien(ne) de maintenance en appareils électroménagers
158XXCF,CDD,2023-07-27T15:05:19.000Z,Agent / Agente de maintenance en bureautique,Agent / Agente de maintenance en bureautique
158XWKX,CDD,2023-07-27T14:52:33.000Z,Technicien Help Desk (F/H),Technicien / Technicienne de help desk en informatique
158XVWC,CDI,2023-07-27T14:41:37.000Z,Technicien Informatique Helpdesk (H/F),Technicien / Technicienne de help desk en informatique
158XVDN,CDD,2023-07-27T14:28:59.000Z,Technicien support de proximité informatique N2 (H/F),Technicien(ne) support de proximité en informatique
158XVCN,CDI,2023-07-27T14:28:10.000Z,Technicien / Technicienne support en bureautique,Technicien / Technicienne support en bureautique
158XTZP,CDI,2023-07-27T14:26:24.000Z,Technicien Informatique VIP (H/F),Technicien / Technicienne de help desk en informatique
158XRLZ,CDD,2023-07-27T12:56:06.000Z,contrôleur/se téléphonie (H/F),"Réparateur(trice) en smartphone, téléphonie mobile, tablette"
158XQYB,CDD,2023-07-27T12:33:41.000Z,Technicien Support Informatique H/F (H/F),Technicien / Technicienne de help desk en informatique
158XQWF,CDI,2023-07-27T12:31:10.000Z,Technicien Support Utilisateurs VIP H/F (H/F),Technicien / Technicienne en micro-informatique et réseaux
158XQGN,CDI,2023-07-27T12:17:47.000Z,TECHNICIEN SERVICE APRES-VENTE (H/F),Dépanneur / Dépanneuse «Brun»
158XPRH,CDI,2023-07-27T12:07:37.000Z,Stagiaire en informatique (H/F),Agent / Agente de maintenance en informatique
158XPLV,MIS,2023-07-27T12:03:26.000Z,Technicien dépanneur SAV (F/H),Dépanneur / Dépanneuse en électroménager
158XMTL,CDI,2023-07-27T11:38:29.000Z,Technicien support référent (H/F),Technicien(ne) support de proximité en informatique
158XHMW,CDI,2023-07-27T10:38:11.000Z,Technicien / Technicienne télé-assistance      (H/F),Technicien(ne) d'assistance à la clientèle en informatique
158XCTF,CDD,2023-07-27T09:48:52.000Z,Technicien(ne) en téléassistance (H/F),Technicien / Technicienne en téléassistance en informatique
158WTTR,CDI,2023-07-26T20:08:59.000Z,Spécialiste informatique (H/F),Technicien / Technicienne de help desk en informatique
158WSZM,MIS,2023-07-26T18:19:15.000Z,TECHNICIEN SUPPORT (H/F),Technicien / Technicienne de maintenance en informatique
158WRQY,MIS,2023-07-26T17:30:50.000Z,Agent aux Opérations STD (H/F),Agent / Agente de maintenance en bureautique
158WQVW,MIS,2023-07-26T17:07:20.000Z,Technicien support utilisateurs H/F (H/F),Support aux utilisateurs en informatique
158WQTF,CDD,2023-07-26T17:05:11.000Z,Technicien support VIP H/F (H/F),Support aux utilisateurs en informatique
158WQRL,MIS,2023-07-26T17:03:09.000Z,Technicien support de proximité VIP H/F (H/F),Support aux utilisateurs en informatique
158WQPB,MIS,2023-07-26T17:01:21.000Z,Technicien support utilisateur service desk H/F (H/F),Support aux utilisateurs en informatique
158WPPS,CDI,2023-07-26T16:42:49.000Z,Chargé de support applicatif (H/F),Support aux utilisateurs en informatique
158WPJT,CDD,2023-07-26T16:37:55.000Z,Technicien / Technicienne support de proximité en informatique,Technicien(ne) support de proximité en informatique
158WNRS,CDI,2023-07-26T16:27:12.000Z,Préparateur - livreur de jeux automatiques h/f (H/F),Technicien(ne) de maintenance en électronique grand public
158WNMS,CDD,2023-07-26T16:23:14.000Z,Technicien de maintenance en jeux électroniques (H/F),Technicien(ne) maintenance matériels domestiques électro
158WNLW,CDI,2023-07-26T16:22:48.000Z,Support technique hot line en informatique (H/F),Support technique hot line en informatique
158WNKJ,CDI,2023-07-26T16:21:48.000Z,Technicien de maintenance en jeux électroniques (H/F),Technicien(ne) maintenance matériels domestiques électro
158WMVF,CDI,2023-07-26T16:12:36.000Z,Technicien Informatique L3 Paris 38k€ (H/F),Technicien / Technicienne de help desk en informatique
158WMFS,MIS,2023-07-26T16:02:23.000Z,TECHNICIEN / TECHNICIENNE MULTIMEDIA (H/F),Réparateur(trice) produits télécommunication et multimédia
158WLNH,CDD,2023-07-26T15:51:27.000Z,Technicien support IT (H/F),Technicien(ne) support en systèmes téléinformatiques
158WGPP,CDI,2023-07-26T14:44:39.000Z,Technicien / Technicienne en informatique (H/F),Technicien / Technicienne de maintenance en informatique
158WGLX,CDD,2023-07-26T14:41:53.000Z,Technicien / Technicienne en électroménager,Technicien / Technicienne en électroménager
158WGFK,CDI,2023-07-26T14:37:24.000Z,Technicien réparateur smartphones (h/f),Réparateur(trice) produits télécommunication et multimédia
158WDSY,MIS,2023-07-26T14:09:52.000Z,Réparateur (h/f),Dépanneur / Dépanneuse d'appareils électroménagers
158VXKS,CDD,2023-07-26T11:53:43.000Z,Technicien support de proximité informatique N2 (H/F),Technicien(ne) support de proximité en informatique
158VXBC,CDD,2023-07-26T11:47:42.000Z,Technicien support applicatif ERP en ALTERNANCE (H/F),Technicien(ne) support de proximité en informatique
158VSWD,CDI,2023-07-26T11:04:53.000Z,Technicien Support et déploiement (H/F),Support aux utilisateurs en informatique
158VRTJ,CDD,2023-07-26T10:51:08.000Z,Opérateur-trice d'exploitation et de maintenance informatique (H/F),Technicien(ne) d'assistance à la clientèle en informatique
158VRTF,CDD,2023-07-26T10:50:57.000Z,Technicien support de proximité informatique N2 (H/F),Technicien(ne) support de proximité en informatique
158VRQL,CDD,2023-07-26T10:49:15.000Z,Chargé de projet logiciel (H/F),Assistant / Assistante aux utilisateurs en informatique
158VRGX,CDI,2023-07-26T10:44:18.000Z,TECHNICIEN(NE) INFORMATIQUE (H/F),Technicien / Technicienne de help desk en informatique
158VRBV,CDI,2023-07-26T10:41:38.000Z,Technicien support applicatif Niveau 2 H/F (H/F),Support technique hot line en informatique
158VPZP,CDI,2023-07-26T10:25:45.000Z,Technicien support de proximité (H/F),Technicien(ne) support de proximité en informatique
158VNQN,CDI,2023-07-26T10:04:59.000Z,Technicien / Technicienne de help desk en informatique,Technicien / Technicienne de help desk en informatique
158VMWP,CDI,2023-07-26T09:52:50.000Z,Technicien / Technicienne support technique (H/F),Support technique hot line en informatique
158VHVR,CDI,2023-07-26T08:24:35.000Z,Technicien assistance informatique (H/F),Technicien(ne) d'assistance à la clientèle en informatique
158VDSB,MIS,2023-07-25T21:57:13.000Z,Agent Support aux Opérations (H/F),Support aux utilisateurs en informatique
158VDRY,CDD,2023-07-25T21:56:33.000Z,Technicien.ne d'exploitation et de maintenance informatique (BSG) (H/F),Technicien(ne) de maintenance en matériels informatiques
158VBNV,CDI,2023-07-25T17:44:10.000Z,Support aux utilisateurs en informatique,Support aux utilisateurs en informatique
158TZWR,CDI,2023-07-25T17:22:08.000Z,Technicien(ne) Support Utilisateurs (H/F),Support aux utilisateurs en informatique
158TWFR,CDI,2023-07-25T16:06:59.000Z,Assistant Numérique et Informatique (H/F),Assistant / Assistante micro-informatique
158TVBM,CDI,2023-07-25T15:47:29.000Z,Technicien Service-Desk (H/F),Technicien / Technicienne de help desk en informatique
158TTVK,CDI,2023-07-25T15:43:16.000Z,Technicien Service-Desk (H/F),Technicien / Technicienne de help desk en informatique
158TTQM,CDI,2023-07-25T15:41:10.000Z,Technicien Service-Desk (H/F),Technicien / Technicienne de help desk en informatique
158TTLZ,CDI,2023-07-25T15:38:52.000Z,Technicien Helpdesk (H/F),Technicien / Technicienne de help desk en informatique
158TSSG,CDD,2023-07-25T15:25:51.000Z,Technicien en support informatique (H/F),Support aux utilisateurs en informatique
158TQJD,CDD,2023-07-25T14:55:40.000Z,Assistant / Assistante aux utilisateurs en informatique,Assistant / Assistante aux utilisateurs en informatique
158TMCR,CDI,2023-07-25T13:54:03.000Z,Ingénieur Support IT (H/F),Support technique hot line en informatique
158TLDB,CDI,2023-07-25T13:25:58.000Z,Hotliner H/F (H/F),Technicien / Technicienne de help desk en informatique
158TJSG,CDI,2023-07-25T12:27:07.000Z,Technicien / Technicienne de help desk en informatique,Technicien / Technicienne de help desk en informatique
158THQC,CDI,2023-07-25T12:03:38.000Z,ASSISTANT COMPTABLE INFORMATIQUE H/F (H/F),Assistant / Assistante aux utilisateurs en informatique
158THND,CDI,2023-07-25T12:02:01.000Z,Technicien / Technicienne de support informatique (H/F),Technicien / Technicienne de help desk en informatique
158TDDC,CDD,2023-07-25T11:17:00.000Z,Technicien en électroménager/antenniste (H/F),Technicien / Technicienne en électroménager
158TBTP,CDI,2023-07-25T10:58:54.000Z,Technicien.ne d'assistance technique & support (sédentaire) (H/F),Technicien/Technicienne Service Après-Vente en informatique
